Symbol	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
34	ATAD3B	106.830267897197	1.26341559054886	0.924448912041155	1.36666891387137	0.171729105822877	0.432272620772545
35	ATAD3A	68.573700580264	1.48231396106625	0.918691929533838	1.61350493393189	0.106634852194251	0.333400233063666
36	TMEM240	0	NA	NA	NA	NA	NA
37	SSU72	1223.82142868283	-0.0256501031631803	0.280978294847969	-0.0912885572782727	0.927263309992647	0.975161308181234
38	FNDC10	5.61541202025338	0.447697637166351	1.99731985122957	0.2241491951781	0.822641213982663	0.934478730789785
39	MIB2	7.33960626753092	-0.903755811311574	1.65800935634257	-0.545084868100615	0.585695149406211	0.811003162784421
40	MMP23B	0	NA	NA	NA	NA	NA
41	CDK11B	296.464146288751	-0.129963981211107	0.583244366750768	-0.222829380993651	0.823668300124712	0.934657984189576
42	SLC35E2B	204.643219124455	-0.880492060011103	0.378556563502901	-2.32591941310867	0.0200228501887484	0.107966866322992
43	CDK11A	8.01563324413097	-0.294020890364913	0.864899711364645	-0.33994795755106	0.733895720106704	0.898541579232084
44	NADK	83.2335180543201	0.229613451972871	0.56043173464629	0.409708154941992	0.682020047181655	0.869934506768084
45	GNB1	1971.1706141434	0.213679263391974	0.222598844818215	0.959929794633368	0.337090549690819	0.632167064167387
46	CALML6	0	NA	NA	NA	NA	NA
47	TMEM52	0	NA	NA	NA	NA	NA
48	CFAP74	0.594348990894542	3.11685740566774	3.46264118480702	0.900138720507204	0.368046432340254	NA
49	GABRD	0.578984382137615	2.11866183655025	3.47912367733439	0.608964220028392	0.542548155310664	NA
50	PRKCZ	9.66893164532482	-1.19398668546858	1.4222230027229	-0.839521427499522	0.401176770129362	0.687171928522363
51	FAAP20	67.9319499512652	-0.443776210585623	0.90589262554948	-0.489877274711719	0.624220744896132	0.832972753595772
52	SKI	120.09481111153	0.368772511591411	0.388834862926907	0.948403928638294	0.342923860192651	0.636486267143691
53	MORN1	9.84517883662404	2.67234987272222	1.56067807145295	1.71230051962884	0.0868413009775877	0.295848361099562
54	RER1	976.407768090136	-0.897141002219929	0.728522163681288	-1.2314532720413	0.218153383148862	0.494642149270863
55	PEX10	10.6152559095685	0.4205730700327	2.29088633439042	0.183585306577251	NA	NA
56	PLCH2	6.35201071246228	1.19707985859028	1.89112588776117	0.632998504402822	0.526734619651987	0.775189170717237
57	PANK4	224.908121374866	-1.28263286507633	0.814923337165839	-1.57393070805544	0.115503469693251	0.347098412809309
58	HES5	0	NA	NA	NA	NA	NA
59	TNFRSF14	395.808915249072	-0.00213557002452174	0.714298774565121	-0.00298974336869319	0.997614533479132	0.998891446035612
60	PRXL2B	17.6928764093371	-1.45932960447461	0.833788392136776	-1.75023977095045	0.080076948817504	0.280979958824566
61	MMEL1	0	NA	NA	NA	NA	NA
62	TTC34	1.45324318486905	3.58806100974935	3.41833975070414	1.04965020197605	0.293878966923708	NA
63	ACTRT2	0	NA	NA	NA	NA	NA
64	PRDM16	0.562150493870557	3.00107721672809	3.46916311268804	0.865072387559991	0.386999059075778	NA
65	ARHGEF16	0	NA	NA	NA	NA	NA
66	MEGF6	2.56132769639656	3.65508980714859	3.2544701789548	1.12309826366959	0.261395763489336	0.550217243977724
67	TPRG1L	81.4735261583323	-0.132080238004808	0.490769974244909	-0.269128603900482	0.787830719473936	0.921939151134291
68	WRAP73	185.586269223376	-0.746924408882314	0.633009999207372	-1.1799567302532	0.238017424863393	0.523348485399847
69	TP73	14.4040205881394	-0.19911279506789	1.50884199029454	-0.131963980555062	0.895012781885723	0.964108611663341
70	CCDC27	0	NA	NA	NA	NA	NA
71	SMIM1	0.351356271334159	-1.645421877797	3.46392479769028	-0.475016628217263	0.634775121322153	NA
72	LRRC47	296.917869507801	0.545904495691226	0.308816289605269	1.76773218922164	0.0771056860086533	0.274406844293984
73	CEP104	223.286489696222	0.127144460062397	0.418613420599192	0.303727625073286	0.761335409878474	0.908811731749153
74	DFFB	100.752337708004	-1.30785951579846	0.589845952110325	-2.21728997396567	0.0266032825809519	0.132943552970358
75	C1orf174	441.852356270471	-0.156417143800196	0.277280868967483	-0.564110839606964	0.57267870150201	0.801984531157205
76	AJAP1	0.357521446707987	1.35960224596886	3.52597055335228	0.385596596850825	0.699795454001974	NA
77	NPHP4	61.1629013496735	0.103678841574049	0.698329333310714	0.148466971998036	0.881974249581605	0.959280256833144
78	KCNAB2	512.658630725243	-0.410157435193355	0.32602963811131	-1.25803726792876	0.208378278550044	0.482321868954173
79	CHD5	3.61064136127968	2.72528420470647	2.49837320218145	1.09082350159972	0.275350553145843	0.565981056926923
80	RPL22	1344.33584799856	0.59014755698707	0.219042968628222	2.69420908912497	0.00705558881838256	0.0516568393035785
81	RNF207	6.21422338482194	2.63540748354782	1.74402965939489	1.51110244562137	0.130762351718924	0.37198798758224
82	ICMT	223.52951811364	-0.181175563535417	0.35863074057957	-0.505186931947399	0.613427547952616	0.827114150080284
83	HES3	0.263945086333052	2.10515356647786	3.52485118926296	0.597231898155122	0.550352565243503	NA
84	GPR153	14.6645883334648	0.175411632716469	1.35406589750093	0.129544384095493	0.896926907372598	0.964481219252164
85	ACOT7	1325.01024034346	-0.991553060670138	0.607340401514868	-1.63261501819563	0.102549990625754	0.326359139086742
86	HES2	0.640751878149919	3.24307099234667	3.45608802451178	0.938364697121624	0.348057021833359	NA
87	ESPN	0.26012291879651	2.09309641770122	3.52540674506745	0.593717709489767	0.552700936186934	NA
88	TNFRSF25	55.4898751837629	-1.33702194062299	1.16586819856086	-1.14680368010158	0.251462767911608	0.539388515796423
89	PLEKHG5	4.3946349309547	1.25827993987224	2.1943379860347	0.573421208528607	0.566359533679829	0.798273717658241
90	NOL9	808.763135091452	0.832346373052705	0.315115253142	2.64140299383612	0.00825634470453159	0.0579927919234776
91	TAS1R1	0	NA	NA	NA	NA	NA
92	ZBTB48	131.306383967265	-0.429714712228071	0.869626965573031	-0.494136830203874	0.621209548677002	0.83105752695211
93	KLHL21	176.280718984913	0.796089623946655	0.47378726061722	1.68026810790472	0.0929051631834611	0.308211184427597
94	PHF13	71.0943426164961	3.22636817574908	0.759124262181293	4.25011863865123	2.13657318545554e-05	0.000450736178196274
95	THAP3	202.865018369914	-0.514776389171564	0.599784007672698	-0.858269614705162	0.39074360363117	0.679300368367197
96	DNAJC11	383.346046899189	0.577717782207111	0.409175274336109	1.41190785084574	0.157977095797159	0.413129453077212
97	CAMTA1	710.215598637902	0.554518134280106	0.250919565801763	2.20994378221664	0.0271090641549561	0.134646071882909
98	VAMP3	956.866086768952	-0.133839080713461	0.199848285629948	-0.669703421731055	0.503046869990563	0.760641560313316
99	PER3	387.694732327675	0.0565804890773988	0.259723763348369	0.21784871876166	0.827546983950654	0.935797744027816
100	UTS2	42.0322716102004	0.441051946703033	0.724373603231671	0.608873576750111	0.542608239655296	0.785630184727325
101	TNFRSF9	4954.81700169433	4.20080560662297	0.204765273498814	20.5152247490213	1.57439285412442e-93	1.74210518773277e-89
102	PARK7	10616.7848675239	0.645653955413706	0.165495817335965	3.90133095692077	9.56652545094182e-05	0.00158726756063059
103	ERRFI1	39.0577414167051	1.67012000841559	1.51745782245185	1.10060390720915	0.271069084285622	0.561245567767093
104	SLC45A1	3.0994339813083	-1.11041215561931	3.29102433635254	-0.337406242595578	0.735810679374866	0.898541579232084
105	RERE	148.221226450698	1.24808698449188	0.437355090825725	2.85371546066949	0.00432112148280105	0.0362395693755678
106	ENO1	27874.294255003	0.454862014002177	0.223371106598365	2.03635116881991	0.0417151051044276	0.181173094379907
107	CA6	165.888342974829	0.217250918781353	0.5132060633484	0.423321028913619	0.672061053569592	0.863599697751437
108	SLC2A7	4.00977374558805	0.742664279594735	3.17415690802251	0.233972138465396	0.815006608657032	0.931204557837267
109	SLC2A5	1.9719438124248	4.84939842989585	3.40747124700578	1.42316635368739	0.154687936788659	NA
110	GPR157	17.0627848492837	-1.30749599560385	1.90428066445553	-0.686608870220133	0.492329237276384	0.753870061003776
111	H6PD	167.745012924049	-0.488992133981159	0.472157207285214	-1.03565534198396	0.300362963498551	0.59337996232264
112	SPSB1	22.7435235536754	-1.27724377773061	1.09225020952652	-1.16936922198833	0.242254904674117	0.528709291506446
113	SLC25A33	84.3579675101402	1.91174220733112	0.562908195592136	3.39618826355888	0.000683313432920136	0.00819308821229827
114	TMEM201	76.9430332632318	1.7769113363364	0.540859161040187	3.28534942982019	0.00101855966132942	0.0114272007647131
115	PIK3CD	1240.188913374	-0.831146650756283	0.211186272538933	-3.93560926457973	8.29858970508908e-05	0.00141514006109839
116	CLSTN1	167.60009465514	-0.123575663179074	0.495900272662319	-0.249194586071991	0.80321026705168	0.926993468166512
117	CTNNBIP1	25.0924945780065	0.451031784335711	0.674428391988263	0.66876156118819	0.503647590499549	0.761268634267322
118	LZIC	973.617722875948	0.0781719765906536	0.241283730319424	0.323983620806779	0.745950434710186	0.902165035202094
119	NMNAT1	76.1806567371604	0.197159266553112	0.595779032370408	0.330926829983727	0.740699755315133	0.900006899475123
120	RBP7	0	NA	NA	NA	NA	NA
121	UBE4B	532.379007265405	0.193667384839821	0.319207176673585	0.606713755179325	0.54404089207733	0.786195251802902
122	KIF1B	321.623470391656	0.850871622367304	0.581750180901058	1.46260654538931	0.143575071202888	0.391910787956661
123	PGD	1120.16850682238	-0.130717928562814	0.271558593662978	-0.481361781999222	0.630259394140062	0.837118654397629
124	CENPS-CORT	0.33040390456149	2.29862537944175	3.51563402103531	0.653829541325474	0.513221631831526	NA
125	CENPS	132.988568573288	0.692303454115724	0.304301588518589	2.27505698371809	0.0229025116909846	0.119100821068153
126	CORT	0	NA	NA	NA	NA	NA
127	DFFA	716.497317384429	0.28565467294676	0.256515776928395	1.11359494674083	0.265452995271902	0.555424655069601
128	PEX14	66.3711926368138	-0.185710938211204	0.485535500750405	-0.382486837572502	0.70210029018647	0.882332381055218
129	CASZ1	29.6504704833849	0.179038658494959	0.72317530104337	0.247572971915176	0.804464825077611	0.927345853046717
130	C1orf127	0.594348990894542	3.11685740566774	3.46264118480702	0.900138720507204	0.368046432340254	NA
131	TARDBP	1823.50113132615	0.155860478138609	0.258008583552627	0.604090282549911	0.545783619786511	0.786610081434297
132	MASP2	4.2647621293029	0.890875958642729	2.67742431493195	0.33273618741502	0.739333430904006	0.899734201887008
133	SRM	246.986539435461	1.8072712134342	0.650414868445333	2.77864375664423	0.00545863536145518	0.0427193114298158
134	EXOSC10	1521.09915020169	-0.23163805764396	0.270895934717011	-0.855081335517047	0.392506121566282	0.680580449172548
135	MTOR	459.016505731732	0.133288677067286	0.368031368116391	0.362166621148263	0.71722752129871	0.889776650147071
136	ANGPTL7	0.527890172666103	2.96402034620795	3.47136017926857	0.853849843617346	0.393188193105376	NA
137	UBIAD1	634.873671627635	0.514328442004076	0.325198149384487	1.58158477524414	0.113744391879347	0.344148261087882
138	DISP3	0	NA	NA	NA	NA	NA
139	FBXO2	11.0535334615714	0.107739749240371	1.54225300091387	0.0698586737562056	0.944306146294131	0.980776496501405
140	FBXO44	115.101503348589	-0.646226730911882	0.473782874718822	-1.36397232866511	0.172576274840119	0.433222552133916
141	FBXO6	867.964799124743	-1.84627186138835	0.430924386498087	-4.28444506562301	1.83195864802218e-05	0.000396859270296066
142	MAD2L2	647.640363096529	-1.10609361239748	0.684744679005587	-1.6153372874745	0.106237672972449	0.332327681211651
143	DRAXIN	26.656589484632	-1.2998015952025	1.04888584282364	-1.23922122135178	0.215263583659222	0.490991320856014
144	AGTRAP	369.837005626775	-1.89652169835155	0.488589698712149	-3.88162440458835	0.000103761048671297	0.00169863754078158
145	C1orf167	0	NA	NA	NA	NA	NA
146	MTHFR	62.5583464232448	-0.617137628775163	0.554310932454704	-1.11334197585142	0.265561585026393	0.555436064150017
147	CLCN6	72.3212378175837	0.0173200273604223	0.775178747877907	0.0223432690948207	0.982174133740183	0.993715463576064
148	NPPA	1.05531305430315	-1.45394352031373	3.41122672903817	-0.426223067478039	0.6699453103463	NA
149	NPPB	0	NA	NA	NA	NA	NA
150	KIAA2013	181.366807993563	-0.726387688956398	0.555823946393018	-1.30686648833725	0.191258059219432	0.460444402175724
151	PLOD1	134.903685046975	0.352583875651678	0.60362891246126	0.584107004109592	0.559148322800273	0.794121178608067
152	MFN2	390.063360178725	-0.0381043788106123	0.401805899945465	-0.094832800652713	0.9244476331162	0.973862551643132
153	MIIP	369.555679375685	-0.281724144946202	0.840150894317592	-0.335325650251234	0.737379446588296	0.899373074397862
154	TNFRSF8	67.8125903272073	5.26288404139103	0.972304378011558	5.41279475893552	6.20485966123879e-08	2.62700920416172e-06
155	TNFRSF1B	1752.03315288312	0.957872010890917	0.196558862476544	4.87320693059679	1.09801106020038e-06	3.44792322177501e-05
156	VPS13D	817.615447739429	0.365895948624118	0.322455138787644	1.13471892555288	0.256493105060574	0.545019138540903
157	DHRS3	723.875284957626	-1.03305001857169	0.672524138313666	-1.53607872151924	0.12451907433042	0.362715348666405
158	AADACL4	0.708544868136139	-2.64381543248028	3.42393827044865	-0.772156278429008	0.440021873194827	NA
159	AADACL3	0	NA	NA	NA	NA	NA
160	CFAP107	0.263945086333052	2.10515356647786	3.52485118926296	0.597231898155122	0.550352565243503	NA
161	PRAMEF12	0	NA	NA	NA	NA	NA
162	PRAMEF1	0	NA	NA	NA	NA	NA
163	PRAMEF11	0	NA	NA	NA	NA	NA
164	HNRNPCL1	0	NA	NA	NA	NA	NA
165	PRAMEF2	0	NA	NA	NA	NA	NA
166	PRAMEF4	0	NA	NA	NA	NA	NA
167	PRAMEF10	0	NA	NA	NA	NA	NA
168	PRAMEF7	0	NA	NA	NA	NA	NA
169	PRAMEF6	0	NA	NA	NA	NA	NA
170	PRAMEF27	0	NA	NA	NA	NA	NA
171	PRAMEF26	0	NA	NA	NA	NA	NA
172	PRAMEF25	0	NA	NA	NA	NA	NA
173	HNRNPCL3	0	NA	NA	NA	NA	NA
174	HNRNPCL2	0	NA	NA	NA	NA	NA
175	HNRNPCL4	0	NA	NA	NA	NA	NA
176	PRAMEF9	0	NA	NA	NA	NA	NA
177	PRAMEF13	0	NA	NA	NA	NA	NA
178	PRAMEF18	0	NA	NA	NA	NA	NA
179	PRAMEF5	0	NA	NA	NA	NA	NA
180	PRAMEF8	0	NA	NA	NA	NA	NA
181	PRAMEF15	0	NA	NA	NA	NA	NA
182	PRAMEF33	0	NA	NA	NA	NA	NA
183	PRAMEF14	0	NA	NA	NA	NA	NA
184	PRAMEF19	0	NA	NA	NA	NA	NA
185	PRAMEF17	0	NA	NA	NA	NA	NA
186	PRAMEF20	0	NA	NA	NA	NA	NA
187	LRRC38	0.396948541589812	2.37564734628882	3.51073362061015	0.676681173513796	0.49860826394268	NA
188	PDPN	0.768902253779902	3.50272173594165	3.4442432375167	1.01697862037964	0.309163600133586	NA
189	PRDM2	1112.22476099565	0.61466243102427	0.294280821492236	2.08869347281092	0.036735324798832	0.166618514178079
190	KAZN	0	NA	NA	NA	NA	NA
191	TMEM51	0	NA	NA	NA	NA	NA
192	FHAD1	2.96255965820491	0.845265442192622	1.88344396426004	0.448787146436134	0.653585211880407	0.852152408566171
193	EFHD2	442.384193090404	0.0347120703912768	0.319158185675262	0.108761335128643	0.913391791934077	0.971215417109777
194	CTRC	1.26826627284728	-1.31008659610135	3.13369409482464	-0.418064608879656	0.675899879870407	NA
195	CELA2A	3.54180763038417	5.69308554355589	2.84053637337762	2.00422905931191	0.0450455290668536	0.191241011716054
196	CELA2B	0	NA	NA	NA	NA	NA
197	CASP9	146.319414894388	-0.523205303051855	0.584936363483234	-0.894465339675965	0.371072966508599	0.662589326781411
198	DNAJC16	985.062056728461	0.119202154631926	0.36811912335001	0.323814078299291	0.746078797055947	0.902178167488955
199	AGMAT	218.312760933315	0.693545197735302	0.365965253718544	1.89511214709113	0.0580775457094313	0.22608627337362
200	DDI2	1152.52974423891	-0.0650164544776734	0.25405381019792	-0.255916077098086	0.798015640187386	0.925215866876366
201	RSC1A1	0	NA	NA	NA	NA	NA
202	PLEKHM2	180.509700831415	0.0396197253178075	0.59280007593847	0.066834885699171	0.946713150716072	0.98158335024387
203	SLC25A34	10.6486546963617	-0.826899710268218	0.971774030807973	-0.850917686677323	0.394815079201178	0.682271575289523
204	TMEM82	0	NA	NA	NA	NA	NA
205	FBLIM1	1.5966822306452	3.73626461729659	2.75610617179215	1.35563159922359	0.175216412589157	NA
206	UQCRHL	39.4010521035855	0.691979549622146	0.443118280859888	1.56161363570768	0.118379035241576	0.351671375440617
207	SPEN	1475.68265652915	1.28362022573516	0.199285316371318	6.44111793637348	1.18596669193719e-10	8.41693586335541e-09
208	ZBTB17	139.803272627781	-0.0945017878481756	1.03845411914936	-0.0910023718001	0.927490706454444	0.975161308181234
209	SRARP	0	NA	NA	NA	NA	NA
210	HSPB7	0	NA	NA	NA	NA	NA
211	CLCNKA	0	NA	NA	NA	NA	NA
212	CLCNKB	0	NA	NA	NA	NA	NA
213	FAM131C	3.76060152878519	2.43605124091091	2.53940754255084	0.959299049125406	0.337408114268671	0.632376252021179
214	EPHA2	0.520245837593019	2.94511203071977	3.47250249813126	0.848123804750232	0.396369025677182	NA
215	ARHGEF19	83.1085468741916	-0.930763646033395	0.364616789961196	-2.55271746024765	0.0106886162888373	0.0700052207896144
216	CPLANE2	5.81759211455488	-0.385708600537753	1.76179156187854	-0.218929758141472	0.826704765083854	0.935423565173676
217	FBXO42	363.206941809163	-1.08100169247671	0.524363920521624	-2.06154857374885	0.0392507344252588	0.174417619715074
218	SZRD1	894.329050977365	-0.0848346518502188	0.257596736837494	-0.329331236457925	0.741905336482275	0.900117029194989
219	SPATA21	5.88647541428276	1.72471238334354	2.06865850273855	0.833734703461355	0.404430497764287	0.689922756408685
220	NECAP2	1762.87514939085	-0.9180828141797	0.259218461578886	-3.54173390501474	0.000397506251754369	0.00528773755042269
221	NBPF1	9.05373275107832	0.627611410669915	1.52655808814054	0.411128417284397	0.680978373639051	0.869584240409804
222	CROCC	10.9291212008077	-1.31772184295552	1.14504585740832	-1.15080268133368	0.249813421451994	0.537448598030526
223	MFAP2	0	NA	NA	NA	NA	NA
224	ATP13A2	45.2982857231716	-1.15476535554691	0.764105961763975	-1.51126337619599	0.130721361035304	0.37198798758224
225	SDHB	2170.77939530326	-0.0482472534291546	0.545041064797657	-0.0885204006547032	0.929463070607035	0.975161308181234
226	PADI2	6.78211423979942	6.62594120401417	2.3844392722666	2.77882573109764	0.00545557849126284	0.0427193114298158
227	PADI1	0	NA	NA	NA	NA	NA
228	PADI3	1.2397921912606	3.34671519172408	3.42465834307372	0.977240605181165	0.328450049929712	NA
229	PADI4	16.0537370728057	-5.02051410193575	1.50663384339767	-3.33227221991363	0.000861399526978574	0.010015400939624
230	PADI6	2.51919792901403	-4.48186367704962	3.39476744734694	-1.3202270101159	0.186759236547856	0.452631248782981
231	RCC2	507.54643566069	1.3780344839206	0.397894200940068	3.46331884371484	0.000533555738352884	0.00673970921347398
232	ARHGEF10L	0.128150375629984	1.43749408959602	3.5338115409304	0.406782895167508	0.684167450674145	NA
233	ACTL8	0	NA	NA	NA	NA	NA
234	IGSF21	0	NA	NA	NA	NA	NA
235	KLHDC7A	0	NA	NA	NA	NA	NA
236	PAX7	0.277186510963287	-1.2979168439262	3.48553025286228	-0.372372852842223	0.709615263267736	NA
237	TAS1R2	0.165201952280745	1.43749408959602	3.5338115409304	0.406782895167508	0.684167450674146	NA
238	ALDH4A1	8.21428738487774	0.245495724684379	2.08091532186946	0.117974874856431	0.906087565794709	0.967715700343801
239	IFFO2	23.1236405181997	1.02972070319464	0.646466735054187	1.59284406661439	0.111195176670568	0.340267063074159
240	UBR4	649.184190273953	0.186838901188268	0.34826733005483	0.536481274769162	0.591625973924097	0.814713291592649
241	EMC1	878.881711625613	0.550414576435258	0.348070868758261	1.58132905060069	0.113802820562658	0.344240214552429
242	MRTO4	1700.42121291416	1.25842937114529	0.202684263373805	6.20881636392461	5.33851611316605e-10	3.43174349934308e-08
243	AKR7L	17.5920725150386	4.33304486132718	3.04576543487144	1.42264562192396	NA	NA
244	AKR7A3	2.79692454832997	1.11796722959176	3.28618966015663	0.340201675863856	0.733704656221166	0.898514447491971
245	AKR7A2	94.4137495230623	0.169820673854557	0.462968337738176	0.366808397058453	0.713761943647682	0.888153538218181
246	SLC66A1	48.2317366575234	-0.397032137351149	0.538004997840152	-0.737971094962044	0.460532014216759	0.730827461619925
247	CAPZB	4171.47671224772	-0.593387567036678	0.460379639621943	-1.2889092304863	0.197429644673564	0.467600535744988
248	MICOS10	130.432254808431	0.372774002982672	0.361352276017926	1.03160828842871	0.302255656017462	0.595510327500565
249	MICOS10-NBL1	0	NA	NA	NA	NA	NA
250	NBL1	67.2648907538833	0.84697965394363	0.537539513147084	1.57566026911193	0.115104118446579	0.346809415039777
251	HTR6	0	NA	NA	NA	NA	NA
252	TMCO4	82.1419429724645	0.466962660122268	0.790918635325839	0.590405433967162	0.554918868386888	0.791507187041614
253	RNF186	0	NA	NA	NA	NA	NA
254	OTUD3	245.175575796078	0.196275216930757	0.401999577510428	0.488247321418305	0.62537466964557	0.833580464260723
255	PLA2G2E	0.166757050590759	-0.664766809635227	3.53127260547582	-0.188251342760793	0.850679626185233	NA
256	PLA2G2A	0	NA	NA	NA	NA	NA
257	PLA2G5	0.33040390456149	2.29862537944175	3.51563402103531	0.653829541325474	0.513221631831526	NA
258	PLA2G2D	0	NA	NA	NA	NA	NA
259	PLA2G2F	5.1212605207031	6.21833651814032	3.39272928386227	1.83284193870646	NA	NA
260	PLA2G2C	0.165201952280745	1.43749408959602	3.5338115409304	0.406782895167508	0.684167450674146	NA
261	UBXN10	62.273730799273	3.45529098695833	1.25529604946744	2.75257058956272	0.00591293974540594	0.0454027981201339
262	VWA5B1	0.128150375629984	1.43749408959602	3.5338115409304	0.406782895167508	0.684167450674145	NA
263	CAMK2N1	0.533487262223254	0.0668622381853437	3.47757954771634	0.0192266595969748	0.984660290248451	NA
264	MUL1	791.96145074609	-0.16731172351232	0.406646302776049	-0.411442873991807	0.680747821482131	0.86938025298082
265	FAM43B	0	NA	NA	NA	NA	NA
266	CDA	1.28528017977761	1.74385510448156	3.37738521265294	0.516332900952022	0.605621920955021	NA
267	PINK1	5.54816450221753	0.934065549460818	1.54581409094837	0.604254777421367	0.545674267373165	0.786581132471079
268	DDOST	3367.16545078835	-0.210109717605788	0.421120880591676	-0.498929707096413	0.617828905035829	0.829328528741275
269	KIF17	0	NA	NA	NA	NA	NA
270	SH2D5	0	NA	NA	NA	NA	NA
271	HP1BP3	2840.49483391763	-0.459177483287262	0.208563635716937	-2.2016181378352	0.0276922936212931	0.136438997224012
272	EIF4G3	761.116707168348	0.14283510391585	0.270059774958661	0.528901810488861	0.596873565977265	0.817569313848396
273	ECE1	256.103863570011	1.33979727809413	0.527468214661911	2.54005310813448	0.0110835637289769	0.0717634655543937
274	NBPF3	61.5719656475841	-1.11037144149851	0.844161989726998	-1.3153535162814	0.188391120077045	0.455417635815311
275	ALPL	0	NA	NA	NA	NA	NA
276	RAP1GAP	2.77863979112868	5.3285821098052	3.40068280983394	1.56691535429187	0.117134478213379	0.3492416521379
277	USP48	478.204381958852	1.26365949920434	0.371385277596282	3.40255679326637	0.00066758478749985	0.00804377430905118
278	LDLRAD2	0.33040390456149	2.29862537944175	3.51563402103531	0.653829541325474	0.513221631831526	NA
279	HSPG2	2.14762537964969	4.96318143721392	3.40565130054543	1.45733693770089	0.145023395354987	0.393580278142706
280	CELA3B	0	NA	NA	NA	NA	NA
281	CELA3A	0	NA	NA	NA	NA	NA
282	CDC42	1722.13715261251	0.459471118961195	0.304901809190999	1.5069478275	0.131824030754095	0.374141342949325
283	WNT4	0.10122069544802	-0.00517843080325353	3.5338115409304	-0.0014653952943654	0.998830784137612	NA
284	ZBTB40	220.310770613404	0.351334161227681	0.573487820621857	0.612627066511569	0.540122957213136	0.784423195763774
285	EPHA8	1.61845502542254	3.02875882128511	3.41337906735938	0.887319797044454	0.374906750023153	NA
286	C1QA	0	NA	NA	NA	NA	NA
287	C1QC	0.924752895456032	3.75005360437872	3.4347432897283	1.09180025639569	0.274920906339583	NA
288	C1QB	0	NA	NA	NA	NA	NA
289	EPHB2	0.33040390456149	2.29862537944175	3.51563402103531	0.653829541325474	0.513221631831526	NA
